Category,Part,start_frame,end_frame,duration_sec
Total,Whole Body,0,1917,63.93
Part,Trunk,9,1234,40.87
Part,Trunk,1263,1549,9.57
Part,Trunk,1578,1917,11.33
Part,Legs,0,1917,63.93
Part,Arms (R),975,1137,5.43
