pipeline,sample_id,sequence,frame_number,field_occlusion_label,auto_severity,status,mean_bone_length,left_right_bone_symmetry_error,joint_angle_feasibility
AlphaPose-MotionBERT,field_all_fb_00001,MansoryBrickLaying_00,0,none,none,ok,0.3275231944912349,0.08022048944216462,1.0
AlphaPose-MotionBERT,field_all_fb_00661,MansoryBrickLaying_00,660,none,none,ok,0.31115194264836715,0.045005844697372226,1.0
AlphaPose-MotionBERT,field_all_fb_01323,MansoryBrickLaying_00,1322,none,none,ok,0.302605888370097,0.13416024753896538,1.0
AlphaPose-MotionBERT,field_all_fb_01946,MansoryBrickLaying_01,283,none,none,ok,0.1686749805757524,0.04834736919019401,1.0
AlphaPose-MotionBERT,field_all_fb_02617,MansoryBrickLaying_01,954,none,none,ok,0.17426410343062462,0.13495980282815398,1.0
AlphaPose-MotionBERT,field_all_fb_03383,MansoryBrickLaying_01,1720,none,none,ok,0.15462818524639757,0.06979758644225847,1.0
AlphaPose-MotionBERT,field_all_fb_04009,MansoryBrickLaying_01,2346,none,none,ok,0.15511298864175063,0.07442823859286284,1.0
AlphaPose-MotionBERT,field_all_fb_04790,MansoryBrickLaying_01,3127,none,none,ok,0.15789606164984804,0.052027855298402786,1.0
AlphaPose-MotionBERT,field_all_fb_05531,MansoryBrickLaying_02,40,none,none,ok,0.15659888308649692,0.054165418707168844,1.0
AlphaPose-MotionBERT,field_all_fb_06236,MansoryBrickLaying_02,745,none,none,ok,0.19130579391223287,0.05784153344844573,1.0
AlphaPose-MotionBERT,field_all_fb_07148,MansoryBrickLaying_02,1657,none,none,ok,0.18944670049428988,0.1150302057406103,1.0
AlphaPose-MotionBERT,field_all_fb_08172,MansoryBrickLaying_02,2681,none,none,ok,0.22671789553168922,0.05871183816026935,1.0
AlphaPose-MotionBERT,field_all_fb_08862,MansoryBrickLaying_02,3371,none,none,ok,0.19643774131770947,0.062180659822965695,1.0
AlphaPose-MotionBERT,field_all_fb_09774,MansoryBrickLaying_02,4283,none,none,ok,0.15967038720954208,0.0950802497059683,1.0
AlphaPose-MotionBERT,field_all_fb_10762,MansoryBrickLaying_02,5271,none,none,ok,0.15248044279789746,0.11215584186271217,1.0
AlphaPose-MotionBERT,field_all_fb_11506,MansoryBrickLaying_02,6015,none,none,ok,0.15488539711440635,0.05366676876841881,1.0
AlphaPose-MotionBERT,field_all_fb_12227,MansoryBrickLaying_02,6736,none,none,ok,0.15885266414481353,0.09335116125343355,1.0
AlphaPose-MotionBERT,field_all_fb_12962,MansoryCement_02,214,none,none,ok,0.13005620715810487,0.054921917444667546,1.0
AlphaPose-MotionBERT,field_all_fb_13696,MansoryCement_02,948,none,none,ok,0.10135034545405433,0.09194744915734203,1.0
AlphaPose-MotionBERT,field_all_fb_14323,MansoryCement_02,1575,none,none,ok,0.10239154453537479,0.06734287024255031,1.0
AlphaPose-MotionBERT,field_all_fb_14958,MansoryCement_02,2210,none,none,ok,0.10354530807230534,0.08300189646360413,1.0
AlphaPose-MotionBERT,field_all_fb_15609,MansoryCement_02,2861,none,none,ok,0.11063943247712768,0.13778101382678073,1.0
AlphaPose-MotionBERT,field_all_fb_16268,MansoryCement_02,3520,none,none,ok,0.17640419588900558,0.046302781615118145,1.0
AlphaPose-MotionBERT,field_all_fb_17061,MansoryCement_02,4313,none,none,ok,0.15780811162007558,0.05006278712373294,1.0
AlphaPose-MotionBERT,field_all_fb_17658,MansoryCement_02,4910,none,none,ok,0.16981842095019,0.044651794363676445,1.0
AlphaPose-MotionBERT,field_all_fb_18303,RebarPlacement_00,443,none,none,ok,0.1685800683862802,0.07548654691899973,1.0
AlphaPose-MotionBERT,field_all_fb_19756,RebarPlacement_00,1896,none,none,ok,0.18368923372518214,0.09409122959574934,1.0
AlphaPose-MotionBERT,field_all_fb_21589,RebarPlacement_00,3729,none,none,ok,0.320387164109503,0.08518308641347117,1.0
AlphaPose-MotionBERT,field_all_fb_22263,RebarPlacement_00,4403,none,none,ok,0.13729669330550326,0.08273130057806062,1.0
AlphaPose-MotionBERT,field_all_fb_22919,RebarPlacement_00,5059,none,none,ok,0.13157438176288994,0.08462119193878713,1.0
AlphaPose-MotionBERT,field_all_fb_23540,RebarPlacement_00,5680,none,none,ok,0.11213820686325823,0.09788475152758512,1.0
AlphaPose-MotionBERT,field_all_fb_24233,RebarPlacement_00,6373,none,none,ok,0.1190371003192101,0.06275263440556593,1.0
AlphaPose-MotionBERT,field_all_fb_24886,RebarPlacement_00,7026,none,none,ok,0.10270943014471551,0.11890507703680542,1.0
AlphaPose-MotionBERT,field_all_fb_25583,RebarPlacement_00,7723,none,none,ok,0.10166403617714671,0.06133213227745379,1.0
AlphaPose-MotionBERT,field_all_fb_26311,RebarPlacement_00,8451,none,none,ok,0.10249207117926916,0.034012124064778326,1.0
AlphaPose-MotionBERT,field_all_fb_27549,RebarTying_01,1181,none,none,ok,0.21275269604341668,0.18315830302014216,1.0
AlphaPose-MotionBERT,field_all_fb_28418,RebarTying_02,351,none,none,ok,0.5157237187141434,0.17080338858745836,1.0
AlphaPose-MotionBERT,field_all_fb_30781,WallPlacement_00,796,none,none,ok,0.20170154779729607,0.07902946436220717,1.0
AlphaPose-MotionBERT,field_all_fb_31471,WallPlacement_00,1486,none,none,ok,0.20007798721921216,0.03530801420222498,1.0
AlphaPose-MotionBERT,field_all_fb_32449,WallPlacement_00,2464,none,none,ok,0.19537666754567667,0.08558410766496438,1.0
AlphaPose-MotionBERT,field_all_fb_33069,WallPlacement_00,3084,none,none,ok,0.18022163599890847,0.12277770271540946,1.0
AlphaPose-MotionBERT,field_all_fb_33952,WallPlacement_00,3967,none,none,ok,0.17065636286887362,0.13541130473767934,1.0
AlphaPose-MotionBERT,field_all_fb_35127,WallPlacement_00,5142,none,none,ok,0.18098391901887625,0.08288422012910228,1.0
AlphaPose-MotionBERT,field_all_fb_36487,WallPlacement_00,6502,none,none,ok,0.184135468112255,0.10356357225421216,1.0
AlphaPose-MotionBERT,field_all_fb_37086,WallPlacement_00,7101,none,none,ok,0.18032604197351515,0.05227746440371358,1.0
AlphaPose-MotionBERT,field_all_fb_37683,WallPlacement_00,7698,none,none,ok,0.18762266045740808,0.10484270754571744,1.0
AlphaPose-MotionBERT,field_all_fb_38322,WallPlacement_00,8337,none,none,ok,0.21335590133698024,0.04833069356514047,1.0
AlphaPose-MotionBERT,field_all_fb_39211,WallPlacement_00,9226,none,none,ok,0.21048466287957737,0.08015079549854778,1.0
AlphaPose-MotionBERT,field_all_fb_39816,WallPlacement_00,9831,none,none,ok,0.21332906258430434,0.03800943631229784,1.0
AlphaPose-MotionBERT,field_all_fb_40491,WallPlacement_00,10506,none,none,ok,0.20737231918016782,0.10585165124145078,1.0
AlphaPose-MotionBERT,field_all_fb_00209,MansoryBrickLaying_00,208,partial,mild,ok,0.31106264380540505,0.04383526655868849,1.0
AlphaPose-MotionBERT,field_all_fb_04218,MansoryBrickLaying_01,2555,partial,mild,ok,0.1606839659137362,0.09829072672430632,1.0
AlphaPose-MotionBERT,field_all_fb_05851,MansoryBrickLaying_02,360,partial,mild,ok,0.20403884256308352,0.03312475985656763,1.0
AlphaPose-MotionBERT,field_all_fb_06464,MansoryBrickLaying_02,973,partial,mild,ok,0.18178469792557353,0.04052137028771194,1.0
AlphaPose-MotionBERT,field_all_fb_07023,MansoryBrickLaying_02,1532,partial,mild,ok,0.21828886670031591,0.09662696617581967,1.0
AlphaPose-MotionBERT,field_all_fb_07325,MansoryBrickLaying_02,1834,partial,mild,ok,0.2040354067564132,0.04877622156677263,1.0
AlphaPose-MotionBERT,field_all_fb_07598,MansoryBrickLaying_02,2107,partial,moderate,ok,0.18126317711209128,0.1121100941047729,1.0
AlphaPose-MotionBERT,field_all_fb_08603,MansoryBrickLaying_02,3112,partial,mild,ok,0.18495629387259777,0.022943357904706353,1.0
AlphaPose-MotionBERT,field_all_fb_10809,MansoryBrickLaying_02,5318,partial,mild,ok,0.1597293157358489,0.06331202055087501,1.0
AlphaPose-MotionBERT,field_all_fb_13083,MansoryCement_02,335,partial,mild,ok,0.10117488947057278,0.03681714311466707,1.0
AlphaPose-MotionBERT,field_all_fb_15693,MansoryCement_02,2945,partial,mild,ok,0.09482678332878117,0.07042361160762803,1.0
AlphaPose-MotionBERT,field_all_fb_18214,RebarPlacement_00,354,partial,mild,ok,0.16897593270337483,0.06318162831313144,1.0
AlphaPose-MotionBERT,field_all_fb_18847,RebarPlacement_00,987,partial,mild,ok,0.16111041465825057,0.1064165876477079,1.0
AlphaPose-MotionBERT,field_all_fb_19436,RebarPlacement_00,1576,partial,moderate,ok,0.13870968732764172,0.15861407194194854,1.0
AlphaPose-MotionBERT,field_all_fb_20015,RebarPlacement_00,2155,partial,mild,ok,0.2770261950251415,0.16879332812534623,1.0
AlphaPose-MotionBERT,field_all_fb_20414,RebarPlacement_00,2554,partial,mild,ok,0.27230649924237643,0.11610153343305825,1.0
AlphaPose-MotionBERT,field_all_fb_20588,RebarPlacement_00,2728,partial,mild,ok,0.2689632017796481,0.24700749882748582,1.0
AlphaPose-MotionBERT,field_all_fb_20762,RebarPlacement_00,2902,partial,mild,ok,0.27003614627505496,0.29770687352443914,1.0
AlphaPose-MotionBERT,field_all_fb_20964,RebarPlacement_00,3104,partial,mild,ok,0.2693951558791318,0.19094993421111672,1.0
AlphaPose-MotionBERT,field_all_fb_21152,RebarPlacement_00,3292,partial,mild,ok,0.27681631138488927,0.190219580418341,1.0
AlphaPose-MotionBERT,field_all_fb_21371,RebarPlacement_00,3511,partial,mild,ok,0.27257228271728173,0.18902339467795978,1.0
AlphaPose-MotionBERT,field_all_fb_22124,RebarPlacement_00,4264,partial,mild,ok,0.13542141480250666,0.10649003509821868,1.0
AlphaPose-MotionBERT,field_all_fb_24481,RebarPlacement_00,6621,partial,mild,ok,0.11045744055194137,0.08092576532145862,1.0
AlphaPose-MotionBERT,field_all_fb_26868,RebarTying_01,500,partial,mild,ok,0.22156363747028177,0.1365091696625679,1.0
AlphaPose-MotionBERT,field_all_fb_27431,RebarTying_01,1063,partial,mild,ok,0.2025310305834422,0.16987359572753288,1.0
AlphaPose-MotionBERT,field_all_fb_27899,RebarTying_01,1531,partial,mild,ok,0.22539608914016143,0.26129080284430856,1.0
AlphaPose-MotionBERT,field_all_fb_28450,RebarTying_02,383,partial,mild,ok,0.5299733632400626,0.19040276870343997,1.0
AlphaPose-MotionBERT,field_all_fb_28911,RebarTying_02,844,partial,mild,ok,0.4618591034808602,0.20233240416999618,1.0
AlphaPose-MotionBERT,field_all_fb_29110,RebarTying_02,1043,partial,mild,ok,0.475907339821214,0.17043160004702637,1.0
AlphaPose-MotionBERT,field_all_fb_29277,RebarTying_02,1210,partial,mild,ok,0.45235150670378377,0.14192011083380238,1.0
AlphaPose-MotionBERT,field_all_fb_29444,RebarTying_02,1377,partial,mild,ok,0.4369715245420338,0.20952996496687729,1.0
AlphaPose-MotionBERT,field_all_fb_29605,RebarTying_02,1538,partial,mild,ok,0.4646590986637354,0.13966526895816064,1.0
AlphaPose-MotionBERT,field_all_fb_29770,RebarTying_02,1703,partial,moderate,ok,0.4552926791688453,0.3169127841196794,1.0
AlphaPose-MotionBERT,field_all_fb_29920,RebarTying_02,1853,partial,moderate,ok,0.4530749527524813,0.2525839022364836,1.0
AlphaPose-MotionBERT,field_all_fb_30585,WallPlacement_00,600,partial,mild,ok,0.17454823970812933,0.16674215885481483,1.0
AlphaPose-MotionBERT,field_all_fb_31934,WallPlacement_00,1949,partial,mild,ok,0.19558338564981567,0.09737493010030894,1.0
AlphaPose-MotionBERT,field_all_fb_32085,WallPlacement_00,2100,partial,mild,ok,0.19237947985395404,0.08615806762662125,1.0
AlphaPose-MotionBERT,field_all_fb_33519,WallPlacement_00,3534,partial,mild,ok,0.19044880262808442,0.12062643104731842,1.0
AlphaPose-MotionBERT,field_all_fb_33696,WallPlacement_00,3711,partial,mild,ok,0.182638008917493,0.10600257168545026,1.0
AlphaPose-MotionBERT,field_all_fb_34223,WallPlacement_00,4238,partial,mild,ok,0.17568591341011208,0.1299614445754803,1.0
AlphaPose-MotionBERT,field_all_fb_34378,WallPlacement_00,4393,partial,mild,ok,0.18039189501288513,0.13453237205662408,1.0
AlphaPose-MotionBERT,field_all_fb_34738,WallPlacement_00,4753,partial,mild,ok,0.1814217244297564,0.046356639212211226,1.0
AlphaPose-MotionBERT,field_all_fb_35173,WallPlacement_00,5188,partial,mild,ok,0.18111471587598943,0.07487181536301053,1.0
AlphaPose-MotionBERT,field_all_fb_35353,WallPlacement_00,5368,partial,mild,ok,0.1845531090079919,0.08773353314976799,1.0
AlphaPose-MotionBERT,field_all_fb_35510,WallPlacement_00,5525,partial,mild,ok,0.18629868234221364,0.08747491494817593,1.0
AlphaPose-MotionBERT,field_all_fb_35669,WallPlacement_00,5684,partial,mild,ok,0.18368608994329763,0.12751078858859047,1.0
AlphaPose-MotionBERT,field_all_fb_35972,WallPlacement_00,5987,partial,mild,ok,0.1829035969158538,0.08667885000862113,1.0
AlphaPose-MotionBERT,field_all_fb_38209,WallPlacement_00,8224,partial,mild,ok,0.17330688155557483,0.05024023939250106,1.0
AlphaPose-MotionBERT,field_all_fb_38912,WallPlacement_00,8927,partial,moderate,ok,0.20014282503698022,0.06430859738171517,1.0
AlphaPose-MotionBERT,field_all_fb_40302,WallPlacement_00,10317,partial,mild,ok,0.21262567040938135,0.060430191490683426,1.0
AlphaPose-MotionBERT,field_all_fb_04580,MansoryBrickLaying_01,2917,severe_detected,full,ok,0.11335293979507494,0.2165311669394777,1.0
AlphaPose-MotionBERT,field_all_fb_07222,MansoryBrickLaying_02,1731,severe_detected,severe,ok,0.18464677587486553,0.07679757512876516,1.0
AlphaPose-MotionBERT,field_all_fb_07225,MansoryBrickLaying_02,1734,severe_detected,severe,ok,0.18331963950875962,0.07484359210676221,1.0
AlphaPose-MotionBERT,field_all_fb_07250,MansoryBrickLaying_02,1759,severe_detected,severe,ok,0.17719071450962123,0.13237869170309363,1.0
AlphaPose-MotionBERT,field_all_fb_07252,MansoryBrickLaying_02,1761,severe_detected,severe,ok,0.17768800161915696,0.13902452502705775,1.0
AlphaPose-MotionBERT,field_all_fb_07255,MansoryBrickLaying_02,1764,severe_detected,severe,ok,0.17845171916028427,0.14308234029888256,1.0
AlphaPose-MotionBERT,field_all_fb_07261,MansoryBrickLaying_02,1770,severe_detected,severe,ok,0.18067815336465434,0.13145588541886274,1.0
AlphaPose-MotionBERT,field_all_fb_07263,MansoryBrickLaying_02,1772,severe_detected,severe,ok,0.18104585827889208,0.13117125751163622,1.0
AlphaPose-MotionBERT,field_all_fb_07297,MansoryBrickLaying_02,1806,severe_detected,severe,ok,0.21534732255436662,0.12915554765204926,1.0
AlphaPose-MotionBERT,field_all_fb_07299,MansoryBrickLaying_02,1808,severe_detected,severe,ok,0.21651419801823202,0.1281761061311792,1.0
AlphaPose-MotionBERT,field_all_fb_07465,MansoryBrickLaying_02,1974,severe_detected,severe,ok,0.17228491827994116,0.1609849919994556,1.0
AlphaPose-MotionBERT,field_all_fb_08546,MansoryBrickLaying_02,3055,severe_detected,severe,ok,0.1653072874701485,0.1070799352965015,1.0
AlphaPose-MotionBERT,field_all_fb_09191,MansoryBrickLaying_02,3700,severe_detected,severe,ok,0.1493166124833938,0.02395915948439323,1.0
AlphaPose-MotionBERT,field_all_fb_09195,MansoryBrickLaying_02,3704,severe_detected,severe,ok,0.14857053727186129,0.035579858529134124,1.0
AlphaPose-MotionBERT,field_all_fb_09795,MansoryBrickLaying_02,4304,severe_detected,severe,ok,0.1470189717659593,0.12729668972941535,1.0
AlphaPose-MotionBERT,field_all_fb_09953,MansoryBrickLaying_02,4462,severe_detected,severe,ok,0.10283775386895555,0.26697153990424055,1.0
AlphaPose-MotionBERT,field_all_fb_09955,MansoryBrickLaying_02,4464,severe_detected,severe,ok,0.104074422178123,0.22761379546457983,1.0
AlphaPose-MotionBERT,field_all_fb_09958,MansoryBrickLaying_02,4467,severe_detected,severe,ok,0.10544801952506878,0.3074921455548034,1.0
AlphaPose-MotionBERT,field_all_fb_09962,MansoryBrickLaying_02,4471,severe_detected,severe,ok,0.10848993561865389,0.39519961378230023,1.0
AlphaPose-MotionBERT,field_all_fb_10064,MansoryBrickLaying_02,4573,severe_detected,severe,ok,0.13484585472385413,0.08205940125231274,1.0
AlphaPose-MotionBERT,field_all_fb_10179,MansoryBrickLaying_02,4688,severe_detected,severe,ok,0.13786859897792134,0.09883769947282876,1.0
AlphaPose-MotionBERT,field_all_fb_10182,MansoryBrickLaying_02,4691,severe_detected,severe,ok,0.12924787598419293,0.12947478951935446,1.0
AlphaPose-MotionBERT,field_all_fb_10186,MansoryBrickLaying_02,4695,severe_detected,severe,ok,0.12103921382189743,0.14958384668920793,1.0
AlphaPose-MotionBERT,field_all_fb_10190,MansoryBrickLaying_02,4699,severe_detected,severe,ok,0.11682019255147061,0.1792540757197818,1.0
AlphaPose-MotionBERT,field_all_fb_10192,MansoryBrickLaying_02,4701,severe_detected,severe,ok,0.11611347705796304,0.18421880105224067,1.0
AlphaPose-MotionBERT,field_all_fb_10195,MansoryBrickLaying_02,4704,severe_detected,severe,ok,0.11641120075568877,0.19180894028938802,1.0
AlphaPose-MotionBERT,field_all_fb_10197,MansoryBrickLaying_02,4706,severe_detected,severe,ok,0.11732369431469662,0.1986374597512992,1.0
AlphaPose-MotionBERT,field_all_fb_10200,MansoryBrickLaying_02,4709,severe_detected,severe,ok,0.12042236221859318,0.2076740381862109,1.0
AlphaPose-MotionBERT,field_all_fb_10398,MansoryBrickLaying_02,4907,severe_detected,severe,ok,0.14401493222502484,0.09390269688828261,1.0
AlphaPose-MotionBERT,field_all_fb_11080,MansoryBrickLaying_02,5589,severe_detected,severe,ok,0.12481400806635629,0.08403297494696106,1.0
AlphaPose-MotionBERT,field_all_fb_11085,MansoryBrickLaying_02,5594,severe_detected,severe,ok,0.13526587243023372,0.10496280166122927,1.0
AlphaPose-MotionBERT,field_all_fb_11087,MansoryBrickLaying_02,5596,severe_detected,severe,ok,0.13885412638844702,0.09944122362005736,1.0
AlphaPose-MotionBERT,field_all_fb_11142,MansoryBrickLaying_02,5651,severe_detected,severe,ok,0.13887059265392196,0.032312912661537206,1.0
AlphaPose-MotionBERT,field_all_fb_11145,MansoryBrickLaying_02,5654,severe_detected,severe,ok,0.13459831065767563,0.04678774801459859,1.0
AlphaPose-MotionBERT,field_all_fb_11147,MansoryBrickLaying_02,5656,severe_detected,severe,ok,0.13253071662454682,0.05980369187990426,1.0
AlphaPose-MotionBERT,field_all_fb_11150,MansoryBrickLaying_02,5659,severe_detected,severe,ok,0.1318555493427033,0.06896436098580172,1.0
AlphaPose-MotionBERT,field_all_fb_11155,MansoryBrickLaying_02,5664,severe_detected,severe,ok,0.13435106482405562,0.04908125245544139,1.0
AlphaPose-MotionBERT,field_all_fb_11574,MansoryBrickLaying_02,6083,severe_detected,severe,ok,0.15831557013250003,0.09221374974372942,1.0
AlphaPose-MotionBERT,field_all_fb_11648,MansoryBrickLaying_02,6157,severe_detected,severe,ok,0.15659846123848212,0.08072122029945382,1.0
AlphaPose-MotionBERT,field_all_fb_11652,MansoryBrickLaying_02,6161,severe_detected,severe,ok,0.1568117256084555,0.08954025046313756,1.0
AlphaPose-MotionBERT,field_all_fb_12457,MansoryBrickLaying_02,6966,severe_detected,severe,ok,0.12664540005898892,0.11922774579892144,1.0
AlphaPose-MotionBERT,field_all_fb_12459,MansoryBrickLaying_02,6968,severe_detected,severe,ok,0.1262242163388844,0.11229351339412848,1.0
AlphaPose-MotionBERT,field_all_fb_13182,MansoryCement_02,434,severe_detected,severe,ok,0.1104783989594885,0.06130011944473476,1.0
AlphaPose-MotionBERT,field_all_fb_13190,MansoryCement_02,442,severe_detected,severe,ok,0.11186516654707172,0.09478050547148852,1.0
AlphaPose-MotionBERT,field_all_fb_18858,RebarPlacement_00,998,severe_detected,severe,ok,0.15858384843767978,0.11215660858319838,1.0
AlphaPose-MotionBERT,field_all_fb_19017,RebarPlacement_00,1157,severe_detected,severe,ok,0.15825526770112314,0.09770900379739605,1.0
AlphaPose-MotionBERT,field_all_fb_19396,RebarPlacement_00,1536,severe_detected,severe,ok,0.14094006360834177,0.0979450049249526,1.0
AlphaPose-MotionBERT,field_all_fb_21510,RebarPlacement_00,3650,severe_detected,severe,ok,0.2576836559818274,0.1907959123329824,1.0
AlphaPose-MotionBERT,field_all_fb_21512,RebarPlacement_00,3652,severe_detected,severe,ok,0.2605647294553334,0.20091959000882387,1.0
AlphaPose-MotionBERT,field_all_fb_29436,RebarTying_02,1369,severe_detected,severe,ok,0.42779059748128,0.2372787800348345,1.0
AlphaPose-MotionBERT,field_all_fb_00094,MansoryBrickLaying_00,93,severe_detection_failure_temporal_bbox,full,ok,0.33355864942781194,0.061759894804024114,1.0
AlphaPose-MotionBERT,field_all_fb_01654,MansoryBrickLaying_00,1653,severe_detection_failure_temporal_bbox,full,ok,0.3164600617996002,0.16643020461075742,1.0
AlphaPose-MotionBERT,field_all_fb_02938,MansoryBrickLaying_01,1275,severe_detection_failure_temporal_bbox,full,ok,0.15251373855618242,0.09147248445710003,1.0
AlphaPose-MotionBERT,field_all_fb_03241,MansoryBrickLaying_01,1578,severe_detection_failure_temporal_bbox,full,ok,0.1569666612362977,0.0814934930772271,1.0
AlphaPose-MotionBERT,field_all_fb_04272,MansoryBrickLaying_01,2609,severe_detection_failure_temporal_bbox,full,ok,0.15947253721566357,0.06156143022550287,1.0
AlphaPose-MotionBERT,field_all_fb_04354,MansoryBrickLaying_01,2691,severe_detection_failure_temporal_bbox,full,ok,0.15534503977929684,0.06272729700926592,1.0
AlphaPose-MotionBERT,field_all_fb_04906,MansoryBrickLaying_01,3243,severe_detection_failure_temporal_bbox,full,ok,0.15494923439251426,0.11898720989544846,1.0
AlphaPose-MotionBERT,field_all_fb_07573,MansoryBrickLaying_02,2082,severe_detection_failure_temporal_bbox,full,ok,0.20179128141513275,0.10570669017690154,1.0
AlphaPose-MotionBERT,field_all_fb_09190,MansoryBrickLaying_02,3699,severe_detection_failure_temporal_bbox,full,ok,0.14951588642311178,0.03066642393608018,1.0
AlphaPose-MotionBERT,field_all_fb_09513,MansoryBrickLaying_02,4022,severe_detection_failure_temporal_bbox,full,ok,0.15276478700423593,0.05695579073038393,1.0
AlphaPose-MotionBERT,field_all_fb_09591,MansoryBrickLaying_02,4100,severe_detection_failure_temporal_bbox,full,ok,0.15182097281353207,0.07191066200538158,1.0
AlphaPose-MotionBERT,field_all_fb_09668,MansoryBrickLaying_02,4177,severe_detection_failure_temporal_bbox,full,ok,0.14445634358926981,0.10848200917026524,1.0
AlphaPose-MotionBERT,field_all_fb_09941,MansoryBrickLaying_02,4450,severe_detection_failure_temporal_bbox,full,ok,0.1334856769853567,0.14823359484568774,1.0
AlphaPose-MotionBERT,field_all_fb_10029,MansoryBrickLaying_02,4538,severe_detection_failure_temporal_bbox,full,ok,0.10421928546166087,0.27918637651445594,1.0
AlphaPose-MotionBERT,field_all_fb_10377,MansoryBrickLaying_02,4886,severe_detection_failure_temporal_bbox,full,ok,0.14697192076434573,0.11370970759793993,1.0
AlphaPose-MotionBERT,field_all_fb_11153,MansoryBrickLaying_02,5662,severe_detection_failure_temporal_bbox,full,ok,0.13193595051186097,0.06367102165067726,1.0
AlphaPose-MotionBERT,field_all_fb_11792,MansoryBrickLaying_02,6301,severe_detection_failure_temporal_bbox,full,ok,0.15796711823250986,0.06718166465498432,1.0
AlphaPose-MotionBERT,field_all_fb_12429,MansoryBrickLaying_02,6938,severe_detection_failure_temporal_bbox,full,ok,0.1285714344134776,0.13979377339616927,1.0
AlphaPose-MotionBERT,field_all_fb_13179,MansoryCement_02,431,severe_detection_failure_temporal_bbox,full,ok,0.11081413747471015,0.05744309158409575,1.0
AlphaPose-MotionBERT,field_all_fb_14692,MansoryCement_02,1944,severe_detection_failure_temporal_bbox,full,ok,0.11141742608945718,0.05892640325600232,1.0
AlphaPose-MotionBERT,field_all_fb_16915,MansoryCement_02,4167,severe_detection_failure_temporal_bbox,full,ok,0.15602373088117952,0.03690773302693006,1.0
AlphaPose-MotionBERT,field_all_fb_18554,RebarPlacement_00,694,severe_detection_failure_temporal_bbox,full,ok,0.15937635989932591,0.09789471196827375,1.0
AlphaPose-MotionBERT,field_all_fb_18810,RebarPlacement_00,950,severe_detection_failure_temporal_bbox,full,ok,0.1575982193241434,0.11886019618201243,1.0
AlphaPose-MotionBERT,field_all_fb_18963,RebarPlacement_00,1103,severe_detection_failure_temporal_bbox,full,ok,0.15832440694904298,0.09355975355981432,1.0
AlphaPose-MotionBERT,field_all_fb_19128,RebarPlacement_00,1268,severe_detection_failure_temporal_bbox,full,ok,0.1560958080929771,0.06891585304787472,1.0
AlphaPose-MotionBERT,field_all_fb_19210,RebarPlacement_00,1350,severe_detection_failure_temporal_bbox,full,ok,0.15951569002876523,0.05838361371174127,1.0
AlphaPose-MotionBERT,field_all_fb_19547,RebarPlacement_00,1687,severe_detection_failure_temporal_bbox,full,ok,0.1381677323855792,0.18411318767676002,1.0
AlphaPose-MotionBERT,field_all_fb_20054,RebarPlacement_00,2194,severe_detection_failure_temporal_bbox,full,ok,0.26737743372661393,0.12715351642984776,1.0
AlphaPose-MotionBERT,field_all_fb_20250,RebarPlacement_00,2390,severe_detection_failure_temporal_bbox,full,ok,0.27452706435461666,0.07762215376372467,1.0
AlphaPose-MotionBERT,field_all_fb_20330,RebarPlacement_00,2470,severe_detection_failure_temporal_bbox,full,ok,0.27558041459987503,0.13688350752328063,1.0
AlphaPose-MotionBERT,field_all_fb_24446,RebarPlacement_00,6586,severe_detection_failure_temporal_bbox,full,ok,0.11010844545207767,0.03831858332419303,1.0
AlphaPose-MotionBERT,field_all_fb_25124,RebarPlacement_00,7264,severe_detection_failure_temporal_bbox,full,ok,0.10657768125281392,0.05174497724212999,1.0
AlphaPose-MotionBERT,field_all_fb_25890,RebarPlacement_00,8030,severe_detection_failure_temporal_bbox,full,ok,0.09904094296631266,0.058558769169839535,1.0
AlphaPose-MotionBERT,field_all_fb_26353,RebarPlacement_00,8493,severe_detection_failure_temporal_bbox,full,ok,0.1045874657797474,0.05531763789802421,1.0
AlphaPose-MotionBERT,field_all_fb_26549,RebarTying_01,181,severe_detection_failure_temporal_bbox,full,ok,0.1867194932925158,0.1527104320163536,1.0
AlphaPose-MotionBERT,field_all_fb_27031,RebarTying_01,663,severe_detection_failure_temporal_bbox,full,ok,0.2261530165207977,0.10178040948231447,1.0
AlphaPose-MotionBERT,field_all_fb_27262,RebarTying_01,894,severe_detection_failure_temporal_bbox,full,ok,0.2241354765613874,0.15850469133117365,1.0
AlphaPose-MotionBERT,field_all_fb_27395,RebarTying_01,1027,severe_detection_failure_temporal_bbox,full,ok,0.21688252682062195,0.1958779983536155,1.0
AlphaPose-MotionBERT,field_all_fb_28474,RebarTying_02,407,severe_detection_failure_temporal_bbox,full,ok,0.5187172712527721,0.19430986117518464,1.0
AlphaPose-MotionBERT,field_all_fb_28614,RebarTying_02,547,severe_detection_failure_temporal_bbox,full,ok,0.5139553859029928,0.15230507606026275,1.0
AlphaPose-MotionBERT,field_all_fb_28720,RebarTying_02,653,severe_detection_failure_temporal_bbox,full,ok,0.5146898992133165,0.15873158869174145,1.0
AlphaPose-MotionBERT,field_all_fb_29150,RebarTying_02,1083,severe_detection_failure_temporal_bbox,full,ok,0.4681620756204378,0.19181475250679655,1.0
AlphaPose-MotionBERT,field_all_fb_30290,WallPlacement_00,305,severe_detection_failure_temporal_bbox,full,ok,0.172427133548071,0.21797909999532447,1.0
