Category,Part,start_frame,end_frame,duration_sec
Total,Whole Body,0,256,8.57
Total,Whole Body,367,1698,44.4
Part,Neck,21,194,5.8
Part,Neck,370,511,4.73
Part,Neck,528,667,4.67
Part,Trunk,37,256,7.33
Part,Trunk,371,1028,21.93
Part,Trunk,1057,1698,21.4
Part,Legs,0,254,8.5
Part,Legs,367,680,10.47
Part,Legs,701,1698,33.27
Part,Arms (L),1285,1479,6.5
Part,Arms (R),0,194,6.5
Part,Arms (R),698,920,7.43
Part,Arms (R),1353,1494,4.73
