Category,Part,start_frame,end_frame,duration_sec
Total,Whole Body,319,472,5.13
Total,Whole Body,695,845,5.03
Total,Whole Body,953,1118,5.53
Part,Neck,695,845,5.03
Part,Neck,953,1118,5.53
Part,Trunk,319,472,5.13
