T,fps,duration_total_sec,count_mode,p_star_lag,p_head_median,refined_period_frames,refined_period_sec,band_used,W_HEAD_eff,fused_snr_proxy,thr_hi_used,thr_lo_used,THR_HI_PCTL,THR_LO_PCTL,active_frames,active_duration_sec,min_seg_len_frac,repetitions_total_integrated,expected_reps_est,integ_weight_mode,integ_weight_power,p_frame_min_frames,p_frame_max_frames,repetitions_total_peaks,peak_height_pctl_used,min_peak_sep_sec,peak_dist_frac_used,mean_period_sec,period_median_sec,rpm_mean,rpm_median,min_gap_sec,max_gap_sec,min_sep_violations,first_peak_sec,last_peak_sec,span_sec,active_duration_sec_peak_span,active_fraction_peak_span,head_per_p05,head_per_p50,head_per_p95,head_per_mean,head_frac_gt_0_2,head_frac_gt_0_5,p_frame_p05,p_frame_p50,p_frame_p95,p_frame_cv,p_frame_grad_med_fps,harm_ratio_half,harm_ratio_third,harm_ratio_super,row_entropy_mean,row_entropy_p95,row_max_mean,stripe_coh,stripe_base,stripe_diff,peak_amp_p50,peak_amp_p95,interpeak_cv,interpeak_outlier_frac_MAD3,count_sweep_60_70_80,count_range_pctl_sweep,peaks_per_min_whole,quality_flag,ckpt_missing_keys_count,ckpt_unexpected_keys_count,ckpt_dropped_mismatch_count
7257,30.0,241.9,peaks,18,406.6739501953125,115,3.8333333333333335,115,0.25,0.5857329964637756,0.0,0.0,80,60,7257,241.9,0.3,0.0,0.0,fused,1.0,18,3628,26,70,1.0,0.6,8.606666666666667,5.966666666666665,6.97134004647479,10.055865921786026,4.633333333333326,23.5,0,10.233333333333333,225.4,215.16666666666669,215.16666666666669,0.8894860135041992,0.005859913304448128,0.005862983874976635,0.0058654858730733395,0.005862902384251356,0.0,0.0,406.59600830078125,406.6739501953125,406.7541259765625,0.00011780067143263295,0.565338134765625,0.9758015321891839,0.9498115317670408,0.9978830626051417,8.889694213867188,8.8897066116333,0.00013985637633595616,0.00013788708928732285,0.00013825095278001385,-3.63863492691002e-07,0.8983343243598938,0.912278950214386,0.6125138149549124,0.32,"[30, 26, 21]",9,6.448945845389057,poor,0,0,0
