frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
0,2,2,1,1,1,1,3,1,2,2
1,2,2,1,1,1,1,3,1,2,2
2,2,2,1,1,1,1,3,1,2,2
3,2,2,1,1,2,1,3,1,2,2
4,2,2,1,1,2,1,3,1,2,2
5,2,2,1,1,2,1,3,1,2,2
6,2,2,1,1,2,1,3,1,2,2
7,2,2,1,1,2,1,3,1,2,2
8,2,2,1,1,2,1,3,1,2,2
9,3,2,1,1,2,1,4,1,3,3
10,3,2,1,1,2,1,4,1,3,3
11,2,2,1,1,2,1,3,1,2,2
12,2,2,1,1,2,1,3,1,2,2
13,2,2,1,1,2,2,3,2,3,3
14,2,2,1,1,2,2,3,2,3,3
15,2,2,1,1,2,2,3,2,3,3
16,2,2,1,1,2,2,3,2,3,3
17,2,2,1,1,2,2,3,2,3,3
18,2,2,1,1,2,3,3,3,3,3
19,3,2,1,1,2,3,4,3,4,4
20,3,2,1,1,2,3,4,3,4,4
21,3,2,1,1,2,3,4,3,4,4
22,3,2,1,1,2,2,4,2,4,4
23,3,2,1,1,2,2,4,2,4,4
24,3,2,1,1,2,2,4,2,4,4
25,3,2,1,1,2,2,4,2,4,4
26,3,2,1,1,2,2,4,2,4,4
27,3,2,1,1,2,2,4,2,4,4
28,3,2,1,1,2,2,4,2,4,4
29,3,2,1,2,2,2,4,3,4,4
30,3,1,1,2,2,2,3,3,3,3
31,3,2,1,2,2,1,4,2,4,4
32,3,2,1,2,2,1,4,2,4,4
33,3,2,1,2,2,1,4,2,4,4
34,3,2,1,2,2,1,4,2,4,4
35,3,2,1,2,2,1,4,2,4,4
36,3,2,1,2,2,1,4,2,4,4
37,3,2,1,2,2,1,4,2,4,4
38,3,2,1,2,2,1,4,2,4,4
39,3,2,2,2,2,1,5,2,4,4
40,3,1,1,2,2,1,3,2,3,3
41,3,1,1,2,2,1,3,2,3,3
42,3,1,1,2,2,1,3,2,3,3
43,3,1,1,2,2,1,3,2,3,3
44,3,1,1,2,2,1,3,2,3,3
45,3,1,1,2,2,1,3,2,3,3
46,3,1,1,2,2,1,3,2,3,3
47,3,1,1,2,2,1,3,2,3,3
48,3,1,1,2,2,1,3,2,3,3
49,3,1,1,2,2,1,3,2,3,3
50,3,1,1,2,2,1,3,2,3,3
51,3,1,1,2,2,1,3,2,3,3
52,3,1,1,2,2,1,3,2,3,3
53,3,1,1,2,2,1,3,2,3,3
54,3,1,1,2,2,1,3,2,3,3
55,3,1,1,2,2,1,3,2,3,3
56,3,1,1,2,2,1,3,2,3,3
57,3,1,1,2,2,1,3,2,3,3
58,3,1,1,2,2,1,3,2,3,3
59,3,1,1,2,2,1,3,2,3,3
60,3,1,1,2,2,1,3,2,3,3
61,3,1,1,2,2,1,3,2,3,3
62,3,1,1,2,2,1,3,2,3,3
63,3,1,1,2,2,1,3,2,3,3
64,3,1,1,2,2,1,3,2,3,3
65,3,1,1,2,2,1,3,2,3,3
66,3,1,1,2,2,1,3,2,3,3
67,3,1,1,2,2,1,3,2,3,3
68,3,1,1,2,2,1,3,2,3,3
69,3,1,1,2,2,1,3,2,3,3
70,3,1,1,2,2,1,3,2,3,3
71,3,1,1,2,2,1,3,2,3,3
72,3,1,1,2,2,1,3,2,3,3
73,3,1,1,2,2,1,3,2,3,3
74,3,1,1,2,2,1,3,2,3,3
75,3,1,1,2,2,1,3,2,3,3
76,3,1,1,2,2,1,3,2,3,3
77,3,1,1,2,2,1,3,2,3,3
78,3,1,1,2,2,1,3,2,3,3
79,3,1,1,2,2,1,3,2,3,3
80,3,1,1,2,2,1,3,2,3,3
81,3,1,1,2,2,1,3,2,3,3
82,3,1,1,2,2,1,3,2,3,3
83,3,1,1,3,2,1,3,4,3,3
84,3,1,1,2,2,1,3,2,3,3
85,3,1,1,2,2,1,3,2,3,3
86,3,1,1,2,2,1,3,2,3,3
87,3,1,1,2,2,1,3,2,3,3
88,3,1,1,2,2,1,3,2,3,3
89,3,1,1,2,2,1,3,2,3,3
90,2,1,1,2,2,1,1,2,1,1
91,3,1,1,2,2,1,3,2,3,3
92,2,1,1,2,2,1,1,2,1,1
93,3,1,1,2,2,1,3,2,3,3
94,2,1,1,2,2,1,1,2,1,1
95,3,1,1,2,2,1,3,2,3,3
96,2,1,1,2,2,1,1,2,1,1
97,2,1,1,2,2,1,1,2,1,1
98,2,1,1,2,2,1,1,2,1,1
99,2,1,1,2,2,1,1,2,1,1
100,2,1,1,2,2,1,1,2,1,1
101,2,2,1,2,2,1,3,2,3,3
102,2,2,1,2,2,1,3,2,3,3
103,2,2,1,2,2,1,3,2,3,3
104,2,2,1,2,2,1,3,2,3,3
105,2,2,1,2,2,1,3,2,3,3
106,2,2,1,2,2,2,3,3,3,3
107,2,2,1,2,2,2,3,3,3,3
108,2,2,1,1,2,2,3,2,3,3
109,2,2,1,1,2,2,3,2,3,3
110,2,2,1,1,2,2,3,2,3,3
111,2,2,1,1,2,2,3,2,3,3
112,2,2,1,1,2,2,3,2,3,3
113,2,2,1,1,2,2,3,2,3,3
114,2,2,1,1,2,1,3,1,2,2
115,2,2,1,1,2,1,3,1,2,2
116,2,2,1,1,2,2,3,2,3,3
117,2,2,1,1,2,2,3,2,3,3
118,2,2,2,1,2,2,4,2,4,4
119,2,2,2,1,2,2,4,2,4,4
120,2,2,2,1,2,2,4,2,4,4
121,2,2,2,1,2,2,4,2,4,4
122,2,2,2,1,2,2,4,2,4,4
123,2,2,2,1,2,2,4,2,4,4
124,2,2,1,1,2,2,3,2,3,3
125,2,2,1,1,2,2,3,2,3,3
126,2,2,1,1,2,2,3,2,3,3
127,2,2,1,1,2,2,3,2,3,3
128,2,2,1,1,2,1,3,1,2,2
129,2,2,1,1,2,1,3,1,2,2
130,2,2,1,1,2,1,3,1,2,2
131,2,2,1,1,2,1,3,1,2,2
132,2,2,1,1,2,1,3,1,2,2
133,2,2,1,1,2,1,3,1,2,2
134,2,2,1,1,2,1,3,1,2,2
135,2,2,1,1,2,1,3,1,2,2
136,2,2,1,1,2,1,3,1,2,2
137,2,2,2,1,2,1,4,1,3,3
138,2,2,2,1,2,1,4,1,3,3
139,2,2,1,1,2,2,3,2,3,3
140,2,2,1,1,2,2,3,2,3,3
141,2,2,2,1,2,2,4,2,4,4
142,2,2,2,1,2,2,4,2,4,4
143,2,2,3,1,2,2,5,2,4,4
144,2,2,4,1,2,2,6,2,6,6
145,2,2,4,1,2,2,6,2,6,6
146,2,2,4,1,2,1,6,1,6,6
147,2,2,4,1,2,2,6,2,6,6
148,2,2,4,1,2,2,6,2,6,6
149,2,2,4,1,2,2,6,2,6,6
150,2,2,4,1,2,2,6,2,6,6
151,2,2,4,1,2,2,6,2,6,6
152,2,2,4,1,2,2,6,2,6,6
153,2,2,4,1,2,2,6,2,6,6
154,2,2,4,1,2,2,6,2,6,6
155,2,2,3,1,2,2,5,2,4,4
156,2,2,2,1,2,2,4,2,4,4
157,2,2,2,1,2,2,4,2,4,4
158,2,2,2,1,2,2,4,2,4,4
159,2,2,1,1,2,2,3,2,3,3
160,2,2,1,1,2,2,3,2,3,3
161,2,2,2,1,2,2,4,2,4,4
162,2,2,1,1,2,2,3,2,3,3
163,2,2,1,1,2,2,3,2,3,3
164,2,2,1,1,2,2,3,2,3,3
165,2,2,1,1,2,2,3,2,3,3
166,2,2,1,1,2,2,3,2,3,3
167,2,2,2,1,2,2,4,2,4,4
168,2,2,2,1,2,2,4,2,4,4
169,2,2,2,1,2,2,4,2,4,4
170,2,2,2,1,2,2,4,2,4,4
171,2,2,4,1,2,2,6,2,6,6
172,2,2,4,1,2,2,6,2,6,6
173,2,2,4,1,2,2,6,2,6,6
174,2,2,4,1,2,2,6,2,6,6
175,2,2,3,1,2,2,5,2,4,4
176,2,3,2,1,2,2,5,2,4,4
177,2,3,2,1,2,2,5,2,4,4
178,2,3,2,1,2,2,5,2,4,4
179,2,3,2,1,2,1,5,1,4,4
180,2,3,2,1,2,2,5,2,4,4
181,2,3,2,1,2,2,5,2,4,4
182,2,3,2,1,2,1,5,1,4,4
183,2,3,2,1,2,1,5,1,4,4
184,2,3,2,1,2,2,5,2,4,4
185,2,3,2,1,2,2,5,2,4,4
186,2,3,2,1,2,2,5,2,4,4
187,2,3,2,1,2,2,5,2,4,4
188,2,3,2,1,2,2,5,2,4,4
189,2,3,2,1,2,2,5,2,4,4
190,2,3,2,1,2,2,5,2,4,4
191,2,3,2,1,2,2,5,2,4,4
192,2,3,3,1,2,2,6,2,6,6
193,2,3,4,1,2,2,7,2,7,7
194,2,3,4,1,2,2,7,2,7,7
195,2,3,4,1,2,2,7,2,7,7
196,2,3,2,1,2,2,5,2,4,4
197,2,3,2,1,2,2,5,2,4,4
198,2,3,2,1,2,2,5,2,4,4
199,2,3,2,1,2,2,5,2,4,4
200,2,3,2,1,2,2,5,2,4,4
201,2,3,2,1,2,2,5,2,4,4
202,2,3,2,1,2,2,5,2,4,4
203,2,3,2,1,2,2,5,2,4,4
204,2,3,2,1,2,2,5,2,4,4
205,2,3,2,1,2,2,5,2,4,4
206,2,3,2,1,2,2,5,2,4,4
207,2,3,3,1,2,2,6,2,6,6
208,2,3,3,1,2,2,6,2,6,6
209,2,3,3,1,2,2,6,2,6,6
210,2,3,3,1,2,2,6,2,6,6
211,2,3,3,1,2,2,6,2,6,6
212,2,3,3,1,2,2,6,2,6,6
213,2,3,3,1,2,2,6,2,6,6
214,2,3,3,1,2,2,6,2,6,6
215,2,3,3,1,2,2,6,2,6,6
216,2,3,4,1,2,2,7,2,7,7
217,2,3,4,1,2,2,7,2,7,7
218,2,3,4,1,2,2,7,2,7,7
219,2,3,4,1,2,2,7,2,7,7
220,2,3,4,1,2,2,7,2,7,7
221,2,3,4,1,2,2,7,2,7,7
222,2,3,4,1,2,2,7,2,7,7
223,2,3,4,1,2,2,7,2,7,7
224,2,3,4,1,2,2,7,2,7,7
225,2,3,4,1,2,2,7,2,7,7
226,2,3,4,1,2,2,7,2,7,7
227,3,3,4,1,2,2,8,2,8,8
228,3,3,4,2,2,2,8,3,8,8
229,3,3,4,2,2,2,8,3,8,8
230,3,3,4,2,2,2,8,3,8,8
231,3,2,4,2,2,2,7,3,7,7
232,3,2,4,2,2,2,7,3,7,7
233,3,2,4,2,2,2,7,3,7,7
234,3,2,4,2,2,2,7,3,7,7
235,3,2,4,2,2,2,7,3,7,7
236,3,2,4,2,2,2,7,3,7,7
237,3,3,4,2,2,2,8,3,8,8
238,3,3,4,2,2,2,8,3,8,8
239,3,3,4,2,2,1,8,2,8,8
240,3,3,4,2,2,1,8,2,8,8
241,3,3,4,2,2,1,8,2,8,8
242,3,3,4,2,2,1,8,2,8,8
243,2,3,4,1,2,2,7,2,7,7
244,2,3,4,2,2,2,7,3,7,7
245,2,3,4,2,2,2,7,3,7,7
246,2,3,4,2,2,2,7,3,7,7
247,2,3,4,1,2,2,7,2,7,7
248,2,3,4,1,2,2,7,2,7,7
249,2,3,4,1,2,2,7,2,7,7
250,2,3,4,1,2,2,7,2,7,7
251,2,3,4,1,2,2,7,2,7,7
252,2,3,4,1,2,2,7,2,7,7
253,2,3,4,1,2,2,7,2,7,7
254,2,3,3,1,2,3,6,3,6,6
255,2,3,3,1,2,3,6,3,6,6
256,2,3,4,1,2,3,7,3,7,7
257,2,3,4,1,2,2,7,2,7,7
258,2,3,4,1,2,2,7,2,7,7
259,2,3,4,1,2,2,7,2,7,7
260,2,3,4,2,2,2,7,3,7,7
261,2,3,4,3,2,3,7,5,9,9
262,2,2,4,2,2,2,6,3,6,6
263,2,2,4,2,1,2,6,2,6,6
264,2,2,4,2,1,1,6,1,6,6
265,2,2,4,1,1,1,6,1,6,6
266,2,2,4,1,1,1,6,1,6,6
267,2,2,4,1,1,1,6,1,6,6
268,2,2,4,1,1,1,6,1,6,6
269,2,2,4,1,1,1,6,1,6,6
270,2,2,3,1,1,1,5,1,4,4
271,2,2,2,1,1,1,4,1,3,3
272,2,2,1,1,1,1,3,1,2,2
273,2,2,1,1,1,1,3,1,2,2
274,2,2,1,1,1,1,3,1,2,2
275,2,2,1,1,2,1,3,1,2,2
276,2,2,1,1,2,1,3,1,2,2
277,2,2,1,1,2,1,3,1,2,2
278,2,2,1,1,2,1,3,1,2,2
279,2,2,1,1,2,1,3,1,2,2
280,2,2,1,1,2,2,3,2,3,3
281,2,2,1,1,2,2,3,2,3,3
282,2,2,1,1,2,2,3,2,3,3
283,2,2,1,1,2,2,3,2,3,3
284,2,2,1,1,1,2,3,2,3,3
285,2,2,2,1,1,2,4,2,4,4
286,2,2,2,1,1,2,4,2,4,4
287,2,2,3,1,1,2,5,2,4,4
288,2,2,3,1,1,2,5,2,4,4
289,2,2,3,1,1,2,5,2,4,4
290,2,2,4,1,2,2,6,2,6,6
291,1,2,4,1,2,2,5,2,4,4
292,1,2,4,1,2,2,5,2,4,4
293,2,2,4,1,2,2,6,2,6,6
294,2,2,3,2,2,2,5,3,4,4
295,1,2,2,2,2,2,3,3,3,3
296,1,2,2,2,2,2,3,3,3,3
297,1,2,2,2,2,2,3,3,3,3
298,1,2,2,2,2,2,3,3,3,3
299,1,2,1,2,2,2,2,3,2,2
300,2,2,1,2,2,2,3,3,3,3
301,2,2,1,2,2,2,3,3,3,3
302,2,2,1,2,2,2,3,3,3,3
303,2,2,1,2,2,2,3,3,3,3
304,2,2,1,2,2,1,3,2,3,3
305,2,2,1,2,1,1,3,1,2,2
306,3,2,1,2,1,2,4,2,4,4
307,3,2,1,2,1,2,4,2,4,4
308,3,2,1,2,1,2,4,2,4,4
309,3,2,1,1,1,2,4,2,4,4
310,3,2,1,1,1,2,4,2,4,4
311,3,2,1,1,1,2,4,2,4,4
