frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
358,2,2,1,1,1,1,3,1,2,2
359,2,2,1,1,1,1,3,1,2,2
360,2,2,1,2,1,1,3,1,2,2
361,2,2,1,2,1,1,3,1,2,2
362,2,2,1,2,1,1,3,1,2,2
363,2,2,1,2,1,1,3,1,2,2
364,2,2,1,2,1,1,3,1,2,2
365,2,2,1,2,1,1,3,1,2,2
366,2,2,1,2,1,1,3,1,2,2
367,2,2,1,2,1,2,3,2,3,3
368,2,2,1,2,1,2,3,2,3,3
369,2,2,1,2,1,2,3,2,3,3
370,2,2,1,2,1,2,3,2,3,3
371,2,2,1,2,1,2,3,2,3,3
372,2,2,1,2,1,3,3,3,3,3
373,2,2,1,2,1,2,3,2,3,3
374,2,2,1,1,1,2,3,2,3,3
375,2,2,1,1,1,2,3,2,3,3
376,2,2,1,1,1,2,3,2,3,3
377,2,2,1,1,1,1,3,1,2,2
378,2,2,1,1,1,1,3,1,2,2
379,2,2,1,1,1,1,3,1,2,2
380,2,2,1,2,1,1,3,1,2,2
381,2,2,1,2,1,1,3,1,2,2
382,2,2,1,2,1,1,3,1,2,2
383,2,2,1,2,1,1,3,1,2,2
384,2,2,1,2,2,1,3,2,3,3
385,2,2,1,2,1,1,3,1,2,2
386,2,2,1,2,2,1,3,2,3,3
387,2,2,1,2,2,1,3,2,3,3
388,2,2,1,2,2,1,3,2,3,3
389,2,2,1,2,2,2,3,3,3,3
390,2,2,1,2,2,1,3,2,3,3
391,2,2,1,2,2,1,3,2,3,3
392,2,2,1,2,2,1,3,2,3,3
393,2,2,1,2,2,1,3,2,3,3
394,2,2,1,2,2,1,3,2,3,3
395,2,2,1,2,2,1,3,2,3,3
396,2,2,1,2,2,1,3,2,3,3
397,2,2,1,2,2,1,3,2,3,3
398,2,2,1,2,2,1,3,2,3,3
399,2,2,1,2,2,1,3,2,3,3
400,2,2,1,2,2,1,3,2,3,3
401,2,2,1,2,2,2,3,3,3,3
402,2,2,1,2,2,2,3,3,3,3
403,2,2,1,2,2,1,3,2,3,3
404,2,2,1,2,2,1,3,2,3,3
405,2,2,1,2,2,1,3,2,3,3
406,2,2,1,2,2,1,3,2,3,3
407,3,2,1,2,2,1,4,2,4,4
408,2,2,1,2,2,1,3,2,3,3
409,3,2,1,2,2,1,4,2,4,4
410,3,2,1,2,2,1,4,2,4,4
411,3,2,1,2,2,1,4,2,4,4
412,3,2,1,2,2,1,4,2,4,4
413,2,2,1,2,2,1,3,2,3,3
414,2,2,1,2,2,2,3,3,3,3
415,3,2,1,2,1,2,4,2,4,4
416,3,2,1,2,1,2,4,2,4,4
417,2,2,1,1,1,2,3,2,3,3
418,2,2,1,1,1,2,3,2,3,3
419,2,2,1,1,1,1,3,1,2,2
420,2,2,1,1,1,1,3,1,2,2
421,3,2,1,1,1,2,4,2,4,4
422,3,2,1,1,1,1,4,1,3,3
423,2,2,1,1,2,1,3,1,2,2
424,2,2,1,1,2,1,3,1,2,2
425,2,2,1,1,2,2,3,2,3,3
426,3,2,1,1,2,2,4,2,4,4
427,3,2,1,1,2,1,4,1,3,3
428,3,2,1,1,2,1,4,1,3,3
429,3,2,1,1,2,1,4,1,3,3
430,2,2,1,1,2,1,3,1,2,2
431,2,2,1,1,2,2,3,2,3,3
432,2,2,1,1,2,2,3,2,3,3
433,2,2,1,1,2,2,3,2,3,3
434,2,2,1,1,2,2,3,2,3,3
435,2,2,1,1,2,2,3,2,3,3
436,2,2,1,1,2,1,3,1,2,2
437,2,2,1,1,2,2,3,2,3,3
438,2,2,1,1,2,2,3,2,3,3
439,2,2,1,1,2,2,3,2,3,3
440,2,2,1,1,2,2,3,2,3,3
441,2,2,1,1,2,3,3,3,3,3
442,2,2,1,1,2,1,3,1,2,2
443,2,2,1,1,2,1,3,1,2,2
444,2,2,1,1,2,1,3,1,2,2
445,2,2,1,1,2,1,3,1,2,2
446,2,2,1,1,1,1,3,1,2,2
447,2,2,1,1,1,1,3,1,2,2
448,2,2,1,1,1,2,3,2,3,3
449,2,2,1,1,1,2,3,2,3,3
450,2,2,1,1,1,2,3,2,3,3
451,2,2,1,1,1,2,3,2,3,3
452,2,2,1,1,1,2,3,2,3,3
453,2,2,1,1,1,2,3,2,3,3
454,2,2,1,1,1,1,3,1,2,2
455,2,2,1,1,1,1,3,1,2,2
456,2,2,1,1,1,1,3,1,2,2
457,2,2,1,1,1,1,3,1,2,2
458,2,2,1,1,1,1,3,1,2,2
459,2,2,1,1,1,1,3,1,2,2
460,2,2,1,1,1,1,3,1,2,2
461,2,2,1,1,1,1,3,1,2,2
462,2,2,1,1,1,1,3,1,2,2
463,2,2,1,1,1,1,3,1,2,2
464,2,2,1,1,1,1,3,1,2,2
465,2,2,1,1,1,1,3,1,2,2
466,2,2,1,1,1,1,3,1,2,2
467,2,2,1,1,1,1,3,1,2,2
468,2,2,1,1,1,1,3,1,2,2
469,2,2,1,1,1,1,3,1,2,2
470,2,2,1,1,1,1,3,1,2,2
471,2,2,1,1,1,1,3,1,2,2
472,2,2,1,1,1,1,3,1,2,2
473,2,2,2,1,1,1,4,1,3,3
474,2,2,3,1,1,1,5,1,4,4
475,2,2,3,1,1,1,5,1,4,4
476,2,2,4,1,1,1,6,1,6,6
477,2,2,4,1,1,1,6,1,6,6
478,2,2,4,1,1,2,6,2,6,6
479,2,2,4,1,1,1,6,1,6,6
480,2,2,3,1,2,2,5,2,4,4
481,2,3,2,1,2,2,5,2,4,4
482,3,3,2,1,2,1,6,1,6,6
483,3,3,1,1,2,1,5,1,4,4
484,2,3,1,2,2,1,4,2,4,4
485,2,3,1,2,2,1,4,2,4,4
486,2,3,1,2,2,2,4,3,4,4
487,2,3,1,2,2,2,4,3,4,4
488,2,3,1,2,2,2,4,3,4,4
489,2,3,1,2,2,2,4,3,4,4
490,2,3,1,2,2,2,4,3,4,4
491,2,4,1,2,2,2,5,3,4,4
492,2,4,1,3,2,2,5,5,6,6
493,2,4,1,3,2,2,5,5,6,6
494,2,4,1,3,2,2,5,5,6,6
495,2,4,1,3,2,2,5,5,6,6
496,2,4,1,3,2,2,5,5,6,6
497,2,4,1,3,2,2,5,5,6,6
498,2,3,1,2,2,2,4,3,4,4
499,2,3,1,2,2,2,4,3,4,4
