frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
0,1,2,1,3,2,2,2,5,4,4
1,1,2,1,3,2,2,2,5,4,4
2,1,2,1,3,2,1,2,4,3,3
3,2,2,1,3,2,1,3,4,3,3
4,2,2,1,3,2,1,3,4,3,3
5,2,2,1,3,2,1,3,4,3,3
6,2,2,1,3,2,1,3,4,3,3
7,2,2,1,3,2,1,3,4,3,3
8,2,2,1,3,2,1,3,4,3,3
9,2,2,1,3,2,1,3,4,3,3
10,2,2,1,3,2,1,3,4,3,3
11,2,2,1,3,2,1,3,4,3,3
12,2,2,1,3,2,1,3,4,3,3
13,2,2,1,3,2,1,3,4,3,3
14,2,2,1,3,2,1,3,4,3,3
15,2,2,1,3,2,1,3,4,3,3
16,2,2,1,3,2,1,3,4,3,3
17,2,2,1,3,2,1,3,4,3,3
18,2,2,1,2,2,1,3,2,3,3
19,2,2,1,2,2,1,3,2,3,3
20,2,2,1,2,2,1,3,2,3,3
21,2,2,1,2,1,1,3,1,2,2
22,2,1,1,2,1,1,1,1,1,1
23,2,1,1,2,2,1,1,2,1,1
24,2,1,1,2,2,1,1,2,1,1
25,2,1,1,2,2,1,1,2,1,1
26,2,1,1,2,2,1,1,2,1,1
27,2,1,1,2,2,2,1,3,1,1
28,2,1,1,2,2,2,1,3,1,1
29,2,1,1,2,1,1,1,1,1,1
30,2,1,2,2,1,1,2,1,1,1
31,2,2,2,2,1,1,4,1,3,3
32,3,2,2,2,1,2,5,2,4,4
33,3,2,2,2,1,2,5,2,4,4
34,3,2,2,2,1,2,5,2,4,4
35,3,2,2,1,1,2,5,2,4,4
36,3,2,2,1,1,2,5,2,4,4
37,3,2,2,1,1,2,5,2,4,4
38,3,2,2,1,2,2,5,2,4,4
39,3,2,2,1,2,2,5,2,4,4
40,3,2,1,1,2,2,4,2,4,4
41,3,2,2,1,2,2,5,2,4,4
42,3,2,2,1,2,2,5,2,4,4
43,3,2,2,1,2,2,5,2,4,4
44,3,2,2,1,2,2,5,2,4,4
45,3,2,2,1,2,2,5,2,4,4
46,3,2,2,1,2,2,5,2,4,4
47,3,2,2,1,1,1,5,1,4,4
48,2,2,1,1,1,1,3,1,2,2
49,2,2,1,1,1,1,3,1,2,2
50,2,2,1,1,1,1,3,1,2,2
51,2,2,1,1,1,1,3,1,2,2
52,2,2,1,1,1,1,3,1,2,2
53,2,2,2,1,1,1,4,1,3,3
54,2,2,2,1,1,1,4,1,3,3
55,2,2,2,1,1,1,4,1,3,3
56,2,2,1,1,1,1,3,1,2,2
57,2,2,1,1,1,1,3,1,2,2
58,2,2,1,1,1,1,3,1,2,2
59,2,2,1,1,1,1,3,1,2,2
60,2,2,2,1,1,1,4,1,3,3
61,2,2,2,1,1,1,4,1,3,3
62,2,2,3,1,1,1,5,1,4,4
63,2,2,3,1,1,1,5,1,4,4
64,2,2,4,1,1,1,6,1,6,6
65,2,2,4,1,1,1,6,1,6,6
