frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
0,2,3,4,2,1,2,7,2,7,7
1,2,3,4,2,1,1,7,1,7,7
2,2,3,4,2,1,2,7,2,7,7
3,2,3,4,2,1,2,7,2,7,7
4,2,3,4,2,1,2,7,2,7,7
5,2,3,4,2,1,2,7,2,7,7
6,2,3,4,2,1,2,7,2,7,7
7,2,3,4,3,1,1,7,3,7,7
8,2,3,4,2,1,2,7,2,7,7
9,2,3,4,2,1,2,7,2,7,7
10,2,3,3,2,1,2,6,2,6,6
11,2,3,3,2,1,2,6,2,6,6
12,2,3,3,2,1,2,6,2,6,6
13,2,3,3,3,1,1,6,3,6,6
14,2,3,3,3,1,1,6,3,6,6
15,2,3,3,3,1,2,6,4,7,7
16,2,3,3,3,1,1,6,3,6,6
17,2,3,3,3,1,2,6,4,7,7
18,2,3,3,3,1,2,6,4,7,7
19,2,3,3,2,1,2,6,2,6,6
20,2,3,3,3,1,2,6,4,7,7
21,2,3,3,3,1,1,6,3,6,6
22,2,3,3,2,1,2,6,2,6,6
23,2,3,3,2,1,2,6,2,6,6
24,2,3,4,2,1,2,7,2,7,7
25,2,3,3,2,1,2,6,2,6,6
26,2,3,3,2,1,2,6,2,6,6
27,2,3,3,2,1,2,6,2,6,6
28,2,3,3,2,1,1,6,1,6,6
29,2,3,3,2,1,2,6,2,6,6
30,2,3,3,2,1,1,6,1,6,6
31,2,3,3,2,1,1,6,1,6,6
32,2,3,3,2,1,1,6,1,6,6
33,2,3,4,2,1,1,7,1,7,7
34,2,3,4,2,1,1,7,1,7,7
35,2,3,4,2,1,1,7,1,7,7
36,2,3,3,2,1,2,6,2,6,6
37,2,3,3,2,1,2,6,2,6,6
38,2,3,3,2,1,2,6,2,6,6
39,2,3,3,2,1,2,6,2,6,6
40,2,3,3,2,1,2,6,2,6,6
41,2,3,3,2,1,2,6,2,6,6
42,2,3,3,2,1,2,6,2,6,6
43,2,3,3,2,1,2,6,2,6,6
44,2,3,3,2,1,2,6,2,6,6
45,2,3,3,2,1,2,6,2,6,6
46,2,3,3,2,1,2,6,2,6,6
47,2,3,3,2,1,2,6,2,6,6
48,2,3,3,2,1,2,6,2,6,6
49,2,3,3,2,1,2,6,2,6,6
50,2,3,3,2,1,2,6,2,6,6
51,2,3,3,2,1,2,6,2,6,6
52,2,3,3,2,1,2,6,2,6,6
53,2,3,3,2,1,2,6,2,6,6
54,2,3,4,2,1,2,7,2,7,7
55,2,3,3,2,1,2,6,2,6,6
56,2,3,3,2,1,2,6,2,6,6
57,2,3,3,2,1,2,6,2,6,6
58,2,3,3,2,1,2,6,2,6,6
59,2,3,4,2,1,2,7,2,7,7
60,2,3,4,2,1,2,7,2,7,7
61,2,3,4,2,1,2,7,2,7,7
62,2,3,3,2,1,2,6,2,6,6
63,2,3,3,2,1,2,6,2,6,6
64,2,3,3,2,1,2,6,2,6,6
65,2,3,3,2,1,2,6,2,6,6
66,2,3,3,2,1,2,6,2,6,6
67,2,3,4,2,1,2,7,2,7,7
68,2,3,3,2,1,2,6,2,6,6
69,2,3,3,2,1,2,6,2,6,6
70,2,3,3,2,1,2,6,2,6,6
71,2,3,3,2,1,2,6,2,6,6
72,2,3,3,2,1,2,6,2,6,6
73,2,3,3,2,1,2,6,2,6,6
74,2,3,3,2,1,2,6,2,6,6
75,2,3,3,2,1,2,6,2,6,6
76,2,3,3,2,1,2,6,2,6,6
77,2,3,3,2,1,2,6,2,6,6
78,2,3,3,2,1,2,6,2,6,6
79,2,3,3,2,1,2,6,2,6,6
80,2,3,3,2,1,2,6,2,6,6
81,2,3,3,2,1,2,6,2,6,6
82,2,3,3,2,1,2,6,2,6,6
83,2,3,3,2,1,2,6,2,6,6
84,2,3,3,2,1,2,6,2,6,6
85,2,3,3,2,1,2,6,2,6,6
