,neck,neck,neck,trunk,trunk,trunk,upperarm,upperarm,upperarm,upperarm,lower arm,lower arm,wrist,wrist,wrist,wrist,knee,knee,leg_support
,flexion,bending,twisting,flexion,bending,twisting,left_flexion,right_flexion,left_abduction,right_abduction,left_flexion,right_flexion,left_flexion,right_flexion,left_twisting,right_twisting,left_flexion,right_flexion,ratio
frame,,,,,,,,,,,,,,,,,,,
0,35.27961957442763,2.386209201737387,7.583610796344188,7.633099366458939,1.1650088700092454,9.565684050757845,12.64194788948808,18.44326732424186,28.09662593665503,34.28290763702246,26.043810938661977,-38.65669897061637,19.852077858922257,21.142921230000645,30.604023337352388,52.109905008894785,71.34470479016407,19.808157096760358,0.5478507996466049
1,35.52605558174048,2.5797218047330404,6.714789927821672,7.053624909718376,1.2279207281594324,9.862291125030442,13.975181166929303,21.112824040155786,26.733428315823005,32.082876882240484,25.165559071079016,-40.258763656491276,20.433015005191894,23.641581936714143,30.73102268037009,52.0124709367111,77.34849248419432,19.298949375199626,0.5587761855946453
2,34.758402845795516,3.02009330444686,8.537732717037091,7.166345554933843,1.3503318637137482,9.984487599946346,15.469858908131428,20.74184965860968,24.184759127066812,34.73953596644736,27.73137178980494,-39.89954320394325,21.57619565589363,25.971744773172656,29.733317249749703,50.18912206284517,83.35228017822456,19.507867143354375,0.570854697571951
3,34.8158229958721,3.12535264512006,9.981114918450139,7.167986852397907,1.1810672422652715,10.052106161872882,15.36948142167546,21.29109285025109,24.685974553450222,37.05821682519557,27.73667305780471,-34.65748766387253,23.04326174708512,26.39969015901152,31.12368684871872,45.85861458535496,89.35606787225481,20.10361897844222,0.5801654238373734
4,34.29781152412218,3.661615840539085,11.425190386061622,7.370265731713007,1.0521407821469353,9.618345214297307,15.145176400321859,20.6834110261927,24.332793042359967,37.21646929352447,27.710413836236256,-32.20750604462298,23.57912521836596,30.125520894661424,31.18346122773883,44.07516972288721,92.24781138768287,19.524218116492015,0.5864159976452766
5,33.61848144736382,3.3304458616911035,10.348228605723005,7.032754178293545,1.7874053962558634,9.680088440582436,14.994935274805755,18.14937348494091,24.65446491522077,42.22877914836073,27.913774804227458,-21.27977116274705,22.96342682246822,30.63546749262505,30.408700733332722,36.9627112664095,93.024019728101,19.449047223033688,0.5880756418961134
6,34.011403323141806,4.216480999461595,12.04509497978167,8.095271993293114,0.8760245625549743,9.975575161238018,15.036821502420963,17.50922586819371,23.804497008851897,35.77142531556137,27.12280342578218,-10.352036280871118,24.15152064228916,30.401573226910187,31.366624780473273,39.10425943471546,91.80129958108343,19.236037014559233,0.5846758544312705
7,34.728025697476696,3.6356129059706177,10.391863957245542,7.79599657489052,1.2551549308455634,10.42229853773951,15.448048223943744,17.612358168913218,24.78588866536589,37.62384426240487,25.157152297871846,0.40942795587500314,24.6690006933531,29.28883841625306,33.32479772963785,34.132041944230636,89.90047456268448,18.832580806664836,0.5804359316091138
8,34.74594555559099,3.6782962631189946,10.431260633449197,7.5120341888070365,1.2602785813992199,9.465684024021543,14.957097673030319,15.711471293351778,25.571502493847518,35.139670060142066,24.94849838936733,12.61442242977813,23.018060411626507,26.308194451463923,31.542188568658972,28.3611663628176,84.6639683390457,19.49093918380891,0.5688741774508576
9,34.23086069769904,3.0143370488529513,8.572761779239299,7.549617160561922,1.5353918416234649,9.475190143162173,15.359642318715515,15.841598862526737,27.473898440004106,39.06076302753186,26.01275952805352,4.4072776057931975,22.560908608563473,25.827477103997765,31.27082634113748,31.294163514514935,76.91445485249058,21.032804922571152,0.5534433907243217
10,32.85267065057474,2.829784505676514,7.960359772770113,7.63105113693319,1.5069551733390085,9.602298450271283,15.773141795591684,12.646114521639845,27.776064803408943,33.83210562914424,26.878718519650377,10.874038440627587,22.038211242839168,20.872686821422473,30.74454563510865,29.31947357827424,69.16494136593546,22.113273242425457,0.5412652392695216
11,29.919223162175243,2.862984630138911,9.04387898266782,7.339460045503636,1.6978428543017685,10.953760443652895,16.25133464104745,12.472146084234225,27.477249134768456,44.7365300673782,31.501076446444998,0.56120780749076,19.54596237034659,22.02576921531329,26.01502923299708,30.3711834815347,61.415427879380346,22.201529570538828,0.5293379622661996
12,30.041571440633987,2.8502015290103913,9.728048013809381,7.571851299356167,1.6441753698861135,12.066530776203635,16.939079686869732,14.5644164311272,26.84830024937088,47.233992288006135,32.6638504797847,3.2234766655276132,19.003336345573775,23.46040758997424,23.770001503279225,28.83502700798239,53.66591439282523,22.962079064290457,0.5195644604246223
13,32.12189580208063,3.81043599590663,10.597063304960116,7.93290746505136,1.5847401511680488,11.759229839003106,15.330090393589742,13.851387074631774,26.945539145136237,40.687843114531006,34.42559594411911,-7.378893985047426,20.61437453057496,25.966265530117397,23.911548907139803,36.48074006695393,45.91640090627012,23.50916307078063,0.5115195101356456
14,33.61492224003487,3.8526999407055627,9.614911186481502,8.420411508400754,1.691354037897895,11.43711365589596,15.302795900465327,13.085229762075087,27.055327736476258,37.49192748264471,37.07147630973748,-0.6597767061658857,22.32858131135771,25.999322645170135,24.760607376210544,33.6871657315631,38.166887419715,23.30729827671619,0.5055886058971075
15,34.15035346297188,4.637190149217119,9.549592896009676,8.194564168077523,1.8115532123900664,9.7031738546,16.739208270449666,11.678418495799207,24.72057742356658,23.607961934247356,39.200854591010454,9.157370489376376,23.386612274482108,20.718305722799077,23.376059546801358,27.04569822876398,30.417373933159887,24.26820602768847,0.5008109126331397
16,33.521806482130785,5.391020465315179,9.572493800154845,8.35000430760728,1.2648967944767406,10.778886524187326,17.167914149606517,6.9143215184207065,22.018793334589844,19.572381351343978,40.115117622831605,18.974517684918638,34.59215738273284,16.03993495767255,14.368619156777253,14.848086414233535,22.66786044660477,25.20014634494922,0.497558838629276
17,33.13849977795634,8.33921263177075,12.615008208835166,7.029073527699765,1.361655474151135,11.854599193774652,15.686560035273402,-4.4294795227135495,25.50080103479972,22.5486545147767,44.33365520631858,28.7916648804609,28.423581115440193,16.372474906505314,5.361178766753149,21.822365666287517,19.589548916693662,25.916148720589668,0.496387490849333
18,32.74070075284999,7.979167291142673,15.657522617515486,6.338645710386433,1.1070786415199052,12.930311863361979,13.587930639495454,-7.410772111318735,23.93793261349755,22.850336097563527,45.731971440500956,12.114133816706854,20.11026019118343,18.075906941210565,15.338832686730179,29.338494747893122,16.197034506990573,25.81485593423308,0.4959651940232618
19,31.924846316762455,8.42056087844827,16.791928685779794,6.12285206958553,1.0892843109234747,14.330993634987205,12.080786402106312,-5.7138228390733445,23.656038967160413,23.890705926466993,43.10886825386754,1.2677556286168397,19.16011153884341,18.44321920018774,16.137312331301587,34.07473071000527,16.403787171462536,26.593783629797585,0.49627486100744755
20,32.96813462256003,9.090298904988018,16.232475629702936,5.682440153500482,1.2310635108080845,14.18375719902485,10.26634103510007,-4.8602375299074225,25.181699607026047,23.950741967025422,43.88462207039632,-1.7915195806074706,20.189679808345947,20.297802825442616,16.842302653541616,36.205531613223826,16.460506689015965,27.37367584826353,0.49610635944815723
